Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Marital_Status,Years_at_Company,Monthly_Salary,Overtime,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Promotion_Last_3_Years,Remote_Work,Attrition
103176,27,Female,IT,Software Engineer,Bachelor's,Single,7,72708.6,No,Good,High,Exceeds Expectations,59,No,Hybrid,No
103177,22,Female,Sales,Sales Manager,Bachelor's,Single,6,43636.25,No,Good,High,Exceeds Expectations,19,No,Yes,No
103178,29,Female,Operations,Supply Chain Analyst,Bachelor's,Single,3,48890.4,Yes,Good,Very High,Meets Expectations,12,No,Hybrid,No
103179,39,Male,Finance,Accountant,Master's,Single,5,69945.96,No,Excellent,Very High,Exceeds Expectations,12,No,Hybrid,No
103180,36,Male,IT,DevOps Engineer,PhD,Married,3,58857.43,Yes,Poor,Medium,Meets Expectations,40,No,Hybrid,Yes
103181,39,Female,Marketing,SEO Specialist,Bachelor's,Divorced,11,52101.02,No,Good,Medium,Meets Expectations,30,No,Hybrid,No
103182,36,Female,IT,System Administrator,Bachelor's,Married,0,37550.82,No,Excellent,Very High,Meets Expectations,21,No,Hybrid,No
103183,25,Female,IT,Data Analyst,Bachelor's,Married,4,65062.44,No,Fair,Low,Meets Expectations,14,Yes,Hybrid,No
103184,30,Male,Sales,Sales Manager,Master's,Married,5,56906.18,No,Good,Low,Meets Expectations,14,No,Hybrid,Yes
103185,27,Female,Sales,Sales Executive,Master's,Single,3,49059.45,No,Fair,Low,Exceeds Expectations,33,No,Hybrid,Yes
103186,42,Male,Operations,Operations Executive,PhD,Married,9,59101.38,No,Good,Very High,Meets Expectations,46,Yes,Hybrid,No
103187,24,Female,Sales,Sales Manager,Master's,Married,7,51393.87,Yes,Poor,Medium,Meets Expectations,35,No,Hybrid,Yes
103188,39,Female,Sales,Sales Executive,Master's,Married,9,69776.32,No,Good,High,Exceeds Expectations,31,No,Hybrid,No
103189,39,Male,Sales,Sales Manager,PhD,Single,7,59117.85,No,Excellent,Low,Meets Expectations,12,No,Hybrid,Yes
103190,45,Female,Sales,Sales Manager,Bachelor's,Single,2,39622.66,Yes,Good,Low,Meets Expectations,19,No,Hybrid,Yes
103191,30,Female,HR,HR Manager,Master's,Single,2,38966.33,No,Good,Very High,Meets Expectations,24,No,Hybrid,No
103192,37,Female,Operations,Supply Chain Analyst,Master's,Married,1,48417.6,Yes,Fair,High,Exceeds Expectations,52,No,No,Yes
103193,48,Female,Sales,Sales Manager,Bachelor's,Single,2,40686.61,Yes,Fair,High,Meets Expectations,21,No,Hybrid,Yes
103194,28,Male,IT,DevOps Engineer,Bachelor's,Single,3,65234.06,No,Good,Medium,Meets Expectations,2,No,Hybrid,No
103195,22,Female,HR,Recruiter,Bachelor's,Married,7,39266.82,No,Good,High,Meets Expectations,40,Yes,Yes,No
103196,21,Female,IT,DevOps Engineer,Master's,Single,3,76047.15,Yes,Fair,High,Meets Expectations,51,No,No,No
103197,37,Female,IT,System Administrator,Bachelor's,Single,6,55976.42,Yes,Poor,Very High,Meets Expectations,28,Yes,No,No
103198,21,Female,IT,Data Analyst,Bachelor's,Married,4,79063.6,Yes,Fair,Medium,Meets Expectations,40,No,Hybrid,Yes
103199,30,Male,IT,QA Engineer,Master's,Single,7,96170.85,Yes,Fair,Medium,Meets Expectations,3,No,Hybrid,Yes
103200,36,Male,Operations,Supply Chain Analyst,Bachelor's,Single,8,59089.48,Yes,Poor,High,Exceeds Expectations,17,No,Hybrid,Yes
103201,34,Male,Sales,Account Executive,Master's,Single,5,59403.8,Yes,Good,High,Meets Expectations,53,No,Hybrid,Yes
103202,35,Female,Marketing,SEO Specialist,Master's,Single,2,51526.62,Yes,Good,High,Meets Expectations,39,Yes,Hybrid,No
103203,34,Female,IT,Data Analyst,PhD,Single,6,82263.33,No,Excellent,Medium,Exceeds Expectations,20,No,Hybrid,No
103204,41,Female,Sales,Sales Manager,Bachelor's,Married,10,68537.13,No,Fair,Medium,Outstanding,30,No,Hybrid,No
103205,26,Male,Marketing,Digital Marketing Analyst,Master's,Single,2,50637.86,No,Good,Medium,Meets Expectations,33,No,Hybrid,Yes
103206,28,Female,Operations,Operations Executive,Bachelor's,Single,10,59101.02,Yes,Poor,Medium,Needs Improvement,16,No,Hybrid,Yes
103207,27,Female,Finance,Financial Analyst,Bachelor's,Single,3,56772.16,Yes,Poor,Very High,Meets Expectations,52,No,Hybrid,Yes
103208,38,Male,IT,QA Engineer,Bachelor's,Single,4,67638.49,Yes,Fair,Medium,Meets Expectations,51,No,No,No
103209,39,Female,Operations,Supply Chain Analyst,Bachelor's,Single,2,45987.64,Yes,Good,Very High,Outstanding,25,No,Yes,Yes
103210,36,Female,IT,DevOps Engineer,PhD,Single,4,78672.16,No,Good,Medium,Outstanding,24,No,Hybrid,No
103211,41,Female,Sales,Account Executive,Bachelor's,Single,11,55830.94,No,Good,High,Meets Expectations,3,No,Hybrid,No
103212,24,Female,Finance,Accountant,Master's,Single,1,38042.27,No,Good,Medium,Meets Expectations,59,No,Yes,No
103213,44,Female,Finance,Financial Analyst,Bachelor's,Single,10,70044.42,No,Excellent,High,Exceeds Expectations,38,No,No,No
103214,43,Female,Finance,Financial Analyst,Bachelor's,Single,3,55427.62,No,Fair,Very High,Meets Expectations,59,No,Hybrid,No
103215,38,Female,Finance,Financial Analyst,Bachelor's,Married,4,51877.37,Yes,Fair,Medium,Meets Expectations,27,No,Hybrid,Yes
103216,45,Female,IT,DevOps Engineer,Bachelor's,Single,1,49153.89,No,Good,Medium,Meets Expectations,37,Yes,Hybrid,No
103217,21,Male,Sales,Sales Manager,PhD,Single,2,46592.86,No,Excellent,Medium,Meets Expectations,1,No,Hybrid,No
103218,29,Female,Finance,Accountant,Master's,Single,7,71740.57,No,Good,Medium,Meets Expectations,51,No,No,No
103219,27,Male,IT,System Administrator,Bachelor's,Single,6,63068.02,No,Excellent,Medium,Meets Expectations,2,No,Hybrid,No
103220,38,Female,IT,Data Analyst,Master's,Single,10,99267.57,No,Excellent,Very High,Meets Expectations,28,No,Hybrid,No
103221,25,Female,IT,System Administrator,Bachelor's,Single,2,49178.63,No,Excellent,Medium,Meets Expectations,27,No,Hybrid,No
103222,38,Male,Sales,Account Executive,Bachelor's,Married,6,53287.23,No,Good,Medium,Meets Expectations,59,No,Hybrid,No
103223,42,Female,Marketing,Marketing Executive,Bachelor's,Married,4,35876.39,No,Fair,Low,Meets Expectations,37,No,Yes,Yes
103224,37,Female,IT,System Administrator,Bachelor's,Single,7,74358.78,Yes,Fair,Medium,Meets Expectations,26,No,Hybrid,Yes
103225,34,Male,Sales,Sales Executive,PhD,Single,0,50792,Yes,Fair,Very High,Outstanding,6,No,No,Yes
103226,26,Female,Finance,Auditor,Bachelor's,Single,4,53354.4,No,Excellent,High,Meets Expectations,20,No,Yes,No
103227,27,Female,IT,DevOps Engineer,Bachelor's,Married,5,82383.1,No,Good,Low,Meets Expectations,37,No,Hybrid,No
103228,41,Female,HR,HR Manager,Bachelor's,Single,5,39261.45,No,Good,Low,Meets Expectations,13,No,Hybrid,Yes
103229,38,Male,Sales,Sales Executive,Bachelor's,Single,3,44040.35,No,Excellent,High,Meets Expectations,51,No,Hybrid,No
103230,32,Male,Operations,Supply Chain Analyst,Bachelor's,Single,6,52135.59,No,Poor,Very High,Needs Improvement,43,No,Hybrid,Yes
103231,30,Female,IT,QA Engineer,Bachelor's,Divorced,5,83261.85,Yes,Fair,Medium,Meets Expectations,22,No,Yes,Yes
103232,21,Female,IT,Software Engineer,Master's,Single,1,46445.71,No,Good,Medium,Exceeds Expectations,51,No,Hybrid,Yes
103233,25,Female,IT,DevOps Engineer,Bachelor's,Single,1,70703.3,No,Good,Very High,Exceeds Expectations,34,No,Yes,No
103234,46,Female,IT,DevOps Engineer,Bachelor's,Married,5,80807.92,No,Good,Medium,Outstanding,29,Yes,Hybrid,No
103235,24,Female,Operations,Operations Executive,Bachelor's,Single,2,44116.36,Yes,Fair,High,Meets Expectations,28,No,Hybrid,Yes
103236,34,Female,IT,QA Engineer,Bachelor's,Single,5,65219.23,No,Fair,Low,Meets Expectations,8,No,Hybrid,Yes
103237,40,Female,Finance,Accountant,Master's,Married,6,57345.28,No,Good,High,Meets Expectations,44,No,No,No
103238,24,Female,IT,QA Engineer,Bachelor's,Married,0,65378.01,Yes,Poor,Low,Meets Expectations,50,No,Hybrid,Yes
103239,34,Male,Operations,Logistics Coordinator,Bachelor's,Married,4,39100.76,No,Good,Medium,Exceeds Expectations,22,No,Yes,No
103240,39,Female,Operations,Operations Executive,Bachelor's,Single,3,37926.65,No,Fair,Low,Meets Expectations,4,Yes,Hybrid,No
103241,33,Female,Sales,Account Executive,PhD,Married,3,48505.98,No,Good,Low,Meets Expectations,13,No,Hybrid,Yes
103242,50,Female,IT,DevOps Engineer,Master's,Married,2,57996.33,No,Fair,Low,Meets Expectations,14,No,No,Yes
103243,21,Male,Finance,Financial Analyst,Bachelor's,Single,8,62371.58,Yes,Poor,Low,Exceeds Expectations,14,No,No,Yes
103244,40,Male,IT,Software Engineer,Bachelor's,Single,9,70347.78,Yes,Good,High,Meets Expectations,59,Yes,Hybrid,No
103245,31,Male,IT,DevOps Engineer,Bachelor's,Married,3,50074.01,Yes,Fair,Low,Meets Expectations,34,Yes,Hybrid,No
103246,38,Female,Finance,Auditor,Master's,Single,2,65590.98,No,Good,Low,Meets Expectations,10,No,Hybrid,Yes
103247,36,Male,Marketing,Digital Marketing Analyst,Bachelor's,Single,1,34660.62,No,Excellent,Medium,Meets Expectations,28,No,No,No
103248,27,Female,HR,HR Manager,Bachelor's,Single,2,40319.46,Yes,Fair,Medium,Meets Expectations,36,No,Hybrid,Yes
103249,34,Female,Sales,Sales Manager,Bachelor's,Single,3,37203.02,No,Good,Medium,Needs Improvement,7,No,Yes,Yes
103250,21,Female,Sales,Account Executive,Bachelor's,Married,2,38105.02,No,Fair,High,Outstanding,49,Yes,Hybrid,No
103251,37,Male,Marketing,SEO Specialist,Bachelor's,Single,1,35081.14,Yes,Fair,Low,Meets Expectations,20,No,Hybrid,Yes
103252,35,Male,Sales,Account Executive,Bachelor's,Single,9,50073.52,Yes,Poor,Medium,Meets Expectations,14,No,Yes,Yes
103253,37,Male,Sales,Sales Manager,Bachelor's,Married,5,52549.07,No,Good,High,Meets Expectations,44,No,Hybrid,No
103254,40,Male,HR,HR Manager,Bachelor's,Married,8,48818.81,No,Excellent,Low,Meets Expectations,11,No,No,No
103255,35,Female,IT,Software Engineer,Bachelor's,Married,4,53124.62,Yes,Fair,High,Exceeds Expectations,32,Yes,Yes,No
103256,34,Female,IT,QA Engineer,Bachelor's,Single,3,64877.06,No,Excellent,Low,Exceeds Expectations,46,No,Hybrid,No
103257,26,Female,Finance,Auditor,Bachelor's,Single,7,47905.68,Yes,Fair,High,Exceeds Expectations,38,No,Yes,No
103258,28,Male,IT,System Administrator,Master's,Single,6,91059.8,No,Good,High,Outstanding,7,Yes,No,No
103259,41,Female,Sales,Account Executive,Bachelor's,Single,2,45638.64,No,Good,High,Meets Expectations,23,Yes,Hybrid,No
103260,43,Male,Sales,Account Executive,Bachelor's,Single,0,32832.85,No,Good,High,Meets Expectations,31,No,Hybrid,No
103261,31,Female,Sales,Sales Executive,Master's,Married,6,58086.4,Yes,Fair,Very High,Meets Expectations,6,No,Hybrid,No
103262,33,Female,Marketing,Marketing Executive,Bachelor's,Single,5,54776.46,Yes,Poor,Medium,Meets Expectations,24,No,Hybrid,Yes
103263,26,Female,IT,Data Analyst,Bachelor's,Single,4,60048.44,Yes,Excellent,Medium,Meets Expectations,48,No,Hybrid,No
103264,41,Female,Sales,Account Executive,Bachelor's,Married,3,41525.83,Yes,Poor,High,Exceeds Expectations,36,No,Yes,Yes
103265,37,Male,IT,QA Engineer,Bachelor's,Single,5,83067.83,No,Excellent,High,Outstanding,45,Yes,Hybrid,No
103266,46,Female,Finance,Accountant,Bachelor's,Single,5,53548.22,Yes,Good,High,Exceeds Expectations,16,No,Yes,Yes
103267,26,Female,Finance,Auditor,Bachelor's,Single,6,56442.93,No,Poor,Very High,Meets Expectations,30,No,Yes,No
103268,30,Female,Sales,Account Executive,Master's,Single,6,49176.67,No,Good,Low,Needs Improvement,9,No,Yes,Yes
103269,34,Female,IT,Software Engineer,Master's,Divorced,5,72923.82,No,Excellent,High,Meets Expectations,54,No,Yes,No
103270,37,Female,Finance,Auditor,Bachelor's,Married,3,62018.56,No,Good,High,Meets Expectations,42,Yes,Yes,No
103271,31,Female,Sales,Account Executive,Master's,Single,1,52759.14,No,Fair,High,Meets Expectations,49,No,No,Yes
103272,26,Male,IT,DevOps Engineer,Bachelor's,Single,6,85144.55,Yes,Poor,Very High,Meets Expectations,49,No,Yes,Yes
103273,39,Female,Sales,Sales Manager,Bachelor's,Single,4,39729.93,Yes,Poor,Medium,Exceeds Expectations,55,No,Yes,Yes
103274,38,Female,Sales,Sales Manager,Bachelor's,Married,4,58645.84,Yes,Good,Very High,Meets Expectations,7,No,Yes,No
103275,26,Female,Marketing,Marketing Executive,Bachelor's,Divorced,1,39781.7,No,Good,High,Meets Expectations,0,No,Hybrid,Yes
103276,42,Female,Operations,Operations Executive,Bachelor's,Single,8,41790.22,No,Good,Medium,Outstanding,8,No,Hybrid,No
103277,41,Female,Finance,Accountant,Bachelor's,Divorced,3,40926.85,No,Excellent,High,Meets Expectations,41,No,Hybrid,No
103278,33,Female,HR,Recruiter,Bachelor's,Single,6,40862.61,No,Good,High,Meets Expectations,47,No,Hybrid,No
103279,33,Female,Finance,Accountant,Master's,Single,1,55888.1,Yes,Good,Medium,Meets Expectations,25,No,Hybrid,Yes
103280,36,Male,HR,HR Manager,Bachelor's,Single,2,47384.03,No,Excellent,Medium,Meets Expectations,9,No,Yes,No
103281,26,Female,IT,System Administrator,Bachelor's,Married,1,65825.08,No,Good,Low,Meets Expectations,25,No,Hybrid,No
103282,33,Male,Sales,Account Executive,Bachelor's,Single,5,57275.37,No,Fair,High,Meets Expectations,57,Yes,Hybrid,No
103283,21,Male,Finance,Auditor,Bachelor's,Married,5,48038.75,Yes,Fair,Very High,Outstanding,44,No,Hybrid,No
103284,39,Female,Sales,Account Executive,Master's,Single,3,41341.85,Yes,Fair,Low,Meets Expectations,17,No,Hybrid,Yes
103285,22,Female,IT,System Administrator,PhD,Married,1,57306.59,Yes,Good,High,Exceeds Expectations,58,No,Yes,Yes
103286,43,Female,IT,Data Analyst,Master's,Single,12,90301.98,No,Fair,Low,Outstanding,56,No,Hybrid,No
103287,30,Female,IT,DevOps Engineer,Master's,Single,2,63710.7,No,Good,Low,Exceeds Expectations,2,Yes,Hybrid,No
103288,31,Male,IT,QA Engineer,Bachelor's,Single,3,69608.37,No,Excellent,High,Meets Expectations,27,No,Hybrid,No
103289,28,Male,IT,DevOps Engineer,Bachelor's,Married,12,95019.69,No,Poor,High,Meets Expectations,16,No,Hybrid,Yes
103290,30,Female,Sales,Sales Manager,Bachelor's,Married,3,36415.47,No,Good,High,Meets Expectations,14,Yes,Yes,No
103291,42,Female,Operations,Logistics Coordinator,PhD,Single,9,64679.59,No,Excellent,High,Meets Expectations,34,No,Hybrid,No
103292,21,Female,Finance,Auditor,Bachelor's,Single,5,66124.27,No,Good,High,Meets Expectations,57,No,No,No
103293,41,Female,Operations,Logistics Coordinator,Bachelor's,Married,9,42638.41,No,Fair,Medium,Meets Expectations,41,No,Yes,No
103294,35,Male,HR,HR Manager,Bachelor's,Single,9,42591.49,Yes,Fair,Very High,Exceeds Expectations,24,Yes,Yes,No
103295,24,Female,Sales,Sales Executive,Bachelor's,DIVORCED,2,49751.82,Yes,Poor,High,Meets Expectations,12,No,Hybrid,Yes
103296,25,Female,IT,QA Engineer,Bachelor's,Divorced,16,99017.69,Yes,Fair,High,Meets Expectations,1,No,Hybrid,Yes
103297,44,Male,IT,Software Engineer,Master's,Single,9,76101.71,No,Poor,Low,Exceeds Expectations,34,No,Hybrid,Yes
103298,26,Female,HR,Recruiter,Bachelor's,Married,4,42850.62,No,Good,High,Meets Expectations,56,No,Yes,No
103299,24,Female,IT,Software Engineer,Master's,Married,8,95364.72,Yes,Good,High,Meets Expectations,60,Yes,Hybrid,No
103300,40,Female,Finance,Financial Analyst,Master's,Single,3,59537.17,No,Excellent,Very High,Meets Expectations,21,No,Yes,No
103301,35,Female,Sales,Sales Manager,Master's,Single,8,73796.22,No,Fair,High,Exceeds Expectations,17,No,Yes,No
103302,26,Male,HR,HR Executive,Master's,Single,4,48098.4,Yes,Fair,Medium,Meets Expectations,20,No,Hybrid,Yes
103303,34,Male,Sales,Sales Executive,Bachelor's,Divorced,8,51575.83,No,Fair,Low,Meets Expectations,10,No,Yes,Yes
103304,25,Female,Operations,Logistics Coordinator,PhD,Married,5,55079.57,No,Good,Medium,Meets Expectations,48,No,Hybrid,No
103305,40,Male,IT,Data Analyst,Bachelor's,Single,8,89654.33,No,Excellent,Very High,Meets Expectations,57,No,Yes,No
103306,40,Female,IT,QA Engineer,Master's,Single,4,61796.95,Yes,Fair,Medium,Needs Improvement,52,No,Hybrid,Yes
103307,36,Male,Sales,Sales Manager,Bachelor's,Single,7,48153.41,Yes,Fair,Very High,Meets Expectations,56,No,Yes,No
103308,35,Male,Marketing,Digital Marketing Analyst,Bachelor's,Married,5,47061.93,No,Good,Medium,Needs Improvement,42,No,Hybrid,No
103309,45,Female,Sales,Sales Manager,Bachelor's,Single,6,53071.96,No,Good,Very High,Outstanding,48,No,Hybrid,No
103310,32,Male,HR,HR Executive,Bachelor's,Married,2,32148.3,No,Good,Medium,Meets Expectations,46,Yes,Hybrid,No
103311,24,Female,Operations,Logistics Coordinator,Master's,Single,4,47131.02,No,Excellent,Medium,Meets Expectations,41,No,Yes,No
103312,36,Female,Operations,Supply Chain Analyst,Master's,Single,9,48800.74,No,Fair,Medium,Meets Expectations,3,No,Hybrid,No
103313,47,Male,Sales,Sales Manager,Bachelor's,Single,4,52395.2,No,Good,Very High,Meets Expectations,24,No,Hybrid,No
103314,25,Male,Sales,Sales Manager,Bachelor's,Single,5,41148.77,No,Good,Medium,Meets Expectations,33,No,Hybrid,No
103315,30,Male,IT,Software Engineer,Master's,Married,4,72012.37,Yes,Fair,Very High,Meets Expectations,55,No,Hybrid,No
103316,35,Male,Marketing,Digital Marketing Analyst,Bachelor's,Married,5,52606.39,No,Good,Medium,Meets Expectations,45,No,Hybrid,No
103317,32,Female,Marketing,SEO Specialist,Master's,Divorced,2,39997.23,No,Excellent,Low,Meets Expectations,4,No,Yes,Yes
103318,26,Female,Finance,Auditor,Bachelor's,Married,4,51359.78,No,Good,Very High,Meets Expectations,40,No,Hybrid,No
103319,40,Male,IT,DevOps Engineer,Bachelor's,Single,4,64228.69,No,Good,Medium,Needs Improvement,32,No,No,Yes
103320,49,Female,IT,QA Engineer,PhD,Divorced,1,72986.85,No,Excellent,High,Meets Expectations,43,No,Yes,No
103321,34,Male,Marketing,Marketing Executive,Bachelor's,Married,14,69835.33,No,Good,Medium,Meets Expectations,6,No,No,No
103322,26,Female,IT,QA Engineer,Bachelor's,Single,6,54772.25,No,Good,Very High,Meets Expectations,27,No,Hybrid,No
103323,22,Male,Operations,Operations Executive,Master's,Single,7,56747.5,No,Excellent,High,Exceeds Expectations,43,No,Hybrid,No
103324,34,Female,Sales,Account Executive,Master's,Divorced,8,65535.67,No,Good,High,Meets Expectations,19,No,Yes,No
103325,40,Male,Sales,Sales Executive,PhD,Married,6,66516.49,Yes,Fair,High,Meets Expectations,9,No,Yes,Yes
103326,36,Female,Operations,Operations Executive,Bachelor's,Married,13,54228.95,No,Good,Medium,Meets Expectations,29,Yes,Hybrid,No
103327,32,Male,IT,QA Engineer,Bachelor's,Single,3,56263.54,No,Excellent,Medium,Outstanding,51,No,No,No
103328,28,Female,Sales,Account Executive,Bachelor's,Married,1,43269.28,No,Fair,Medium,Meets Expectations,59,No,Yes,No
103329,25,Female,Marketing,Marketing Executive,Bachelor's,Single,3,53773.22,No,Good,High,Meets Expectations,2,No,Yes,No
103330,38,Male,Finance,Auditor,Master's,Single,9,80736.31,No,Excellent,Low,Meets Expectations,27,Yes,No,No
103331,39,Male,Operations,Operations Executive,Bachelor's,Married,1,44554.5,Yes,Poor,Medium,Outstanding,30,No,Yes,Yes
103332,22,Male,Operations,Logistics Coordinator,Bachelor's,Married,4,50875.8,No,Good,Low,Meets Expectations,39,No,No,Yes
103333,44,Female,IT,Data Analyst,Master's,Single,3,74178.49,No,Good,Medium,Meets Expectations,38,No,Yes,No
103334,37,Female,IT,System Administrator,PhD,Single,9,93345.99,No,Fair,Medium,Meets Expectations,30,No,Hybrid,No
103335,42,Female,Sales,Sales Executive,Bachelor's,Single,8,61025.35,Yes,Poor,Medium,Meets Expectations,1,No,Hybrid,Yes
103336,23,Female,Sales,Account Executive,Bachelor's,Single,1,44926.93,No,Excellent,Medium,Meets Expectations,30,No,Yes,Yes
103337,23,Male,Sales,Sales Executive,Master's,Single,1,48507.99,No,Good,Medium,Meets Expectations,17,No,Yes,Yes
103338,31,Female,Operations,Supply Chain Analyst,Bachelor's,Single,4,38703.8,Yes,Poor,Medium,Meets Expectations,9,No,Hybrid,Yes
103339,36,Female,IT,System Administrator,Master's,Single,5,64819.82,Yes,Poor,Low,Meets Expectations,31,No,Yes,Yes
103340,45,Female,Finance,Financial Analyst,Master's,Married,4,71032.2,Yes,Good,Very High,Meets Expectations,47,No,Hybrid,No
103341,37,Female,IT,DevOps Engineer,Bachelor's,Single,2,72106.97,Yes,Fair,Very High,Meets Expectations,7,No,Hybrid,Yes
103342,31,Female,IT,Data Analyst,Bachelor's,Single,3,70589.22,Yes,Fair,Low,Meets Expectations,20,No,Hybrid,Yes
103343,25,Female,Sales,Sales Manager,Bachelor's,Divorced,7,53662.1,Yes,Poor,Medium,Meets Expectations,20,No,Yes,Yes
103344,41,Female,Operations,Logistics Coordinator,Bachelor's,Married,1,36290.73,No,Excellent,High,Meets Expectations,42,Yes,Hybrid,No
103345,26,Female,IT,Data Analyst,Bachelor's,Single,9,71168.61,No,Good,Low,Meets Expectations,45,No,Hybrid,No
103346,44,Male,Sales,Sales Executive,Master's,Single,3,49965.14,No,Excellent,Very High,Exceeds Expectations,20,Yes,Hybrid,No
103347,31,Female,Finance,Auditor,Master's,Married,16,76190.71,No,Good,Low,Meets Expectations,30,No,Yes,Yes
103348,44,Female,IT,DevOps Engineer,Bachelor's,Single,2,74159.69,No,Excellent,High,Meets Expectations,26,No,Yes,No
103349,37,Male,Sales,Sales Manager,PhD,Married,6,67244.56,No,Good,Medium,Meets Expectations,28,No,Hybrid,No
103350,32,Male,HR,HR Executive,Bachelor's,Single,20,57811.27,Yes,Good,Medium,Meets Expectations,13,No,Yes,Yes
103351,29,Male,Sales,Account Executive,Master's,Divorced,3,49306.5,No,Fair,High,Exceeds Expectations,8,No,Hybrid,No
103352,30,Male,IT,System Administrator,Bachelor's,Married,4,51718.17,Yes,Excellent,Low,Meets Expectations,10,Yes,Yes,No
103353,35,Female,Finance,Accountant,Bachelor's,Single,9,75452.15,No,Good,High,Meets Expectations,6,No,Hybrid,No
103354,33,Male,Sales,Sales Manager,Bachelor's,Single,8,66193.84,No,Fair,Very High,Exceeds Expectations,4,No,No,No
103355,28,Female,IT,System Administrator,Bachelor's,Single,9,92441.86,No,Good,High,Outstanding,7,No,No,No
103356,31,Female,IT,DevOps Engineer,Bachelor's,Single,10,86436.74,No,Good,Medium,Outstanding,40,No,Hybrid,No
103357,33,Male,IT,DevOps Engineer,Master's,Single,1,68709.38,No,Good,Medium,Meets Expectations,58,No,Yes,Yes
103358,21,Female,IT,Software Engineer,Bachelor's,Single,6,54432.78,No,Good,High,Meets Expectations,2,Yes,Hybrid,No
103359,36,Male,IT,Data Analyst,PhD,Single,10,88743.62,No,Excellent,Medium,Meets Expectations,32,No,No,No
103360,26,Male,Sales,Sales Executive,Bachelor's,Married,4,42071.87,Yes,Fair,High,Meets Expectations,18,No,Hybrid,No
103361,24,Female,Sales,Sales Manager,Bachelor's,Single,6,62087.91,No,Excellent,Low,Meets Expectations,46,No,Yes,No
103362,21,Male,HR,HR Manager,Bachelor's,Married,6,43409.22,Yes,Good,Low,Meets Expectations,47,No,No,Yes
103363,21,Female,Finance,Accountant,PhD,Married,3,63214.57,Yes,Poor,Medium,Outstanding,31,No,Hybrid,Yes
103364,23,Female,Operations,Logistics Coordinator,Bachelor's,Divorced,4,39287.33,No,Excellent,Low,Meets Expectations,40,Yes,Hybrid,No
103365,28,Male,Sales,Sales Executive,Bachelor's,Married,2,49011.7,No,Excellent,Very High,Needs Improvement,8,No,Hybrid,No
103366,46,Female,IT,System Administrator,Master's,Divorced,5,71454.39,No,Fair,Low,Meets Expectations,10,No,Hybrid,Yes
103367,29,Male,Sales,Sales Executive,Bachelor's,Divorced,11,71989.14,No,Good,Very High,Meets Expectations,34,No,No,No
103368,34,Female,Operations,Supply Chain Analyst,Bachelor's,Single,10,52629.52,No,Good,Medium,Needs Improvement,11,No,Yes,Yes
103369,35,Female,IT,QA Engineer,Bachelor's,Single,3,53227.81,No,Good,Very High,Outstanding,11,No,Hybrid,No
103370,33,Male,IT,Data Analyst,Bachelor's,Single,1,39985.21,No,Good,Medium,Meets Expectations,33,No,Yes,No
103371,32,Female,IT,DevOps Engineer,Bachelor's,Single,5,67116.97,No,Fair,Medium,Meets Expectations,49,No,Hybrid,No
103372,24,Female,Sales,Sales Executive,Master's,Single,1,40526.5,Yes,Fair,Medium,Exceeds Expectations,56,No,Yes,Yes
103373,43,Female,IT,QA Engineer,Master's,Married,3,73084.9,No,Fair,Low,Meets Expectations,50,No,Hybrid,Yes
103374,45,Male,IT,DevOps Engineer,Bachelor's,Single,9,64207.91,No,Good,High,Meets Expectations,56,No,Yes,No
103375,21,Female,IT,System Administrator,Bachelor's,Single,3,59677.19,Yes,Fair,Very High,Meets Expectations,35,No,Yes,No
103376,25,Male,Finance,Auditor,Bachelor's,Single,7,52809.12,No,Good,High,Meets Expectations,33,No,Hybrid,No
103377,31,Female,Sales,Sales Manager,Bachelor's,Divorced,2,53947.39,No,Good,Very High,Needs Improvement,29,No,Hybrid,No
103378,26,Male,Finance,Auditor,Bachelor's,Single,10,68506.12,No,Good,Very High,Meets Expectations,40,No,No,No
103379,36,Male,Sales,Sales Manager,Bachelor's,Married,3,53770.76,Yes,Fair,Low,Meets Expectations,2,No,Hybrid,Yes
103380,27,Female,Sales,Account Executive,Bachelor's,Single,9,50427.55,No,Good,High,Meets Expectations,33,Yes,Hybrid,No
103381,48,Female,IT,DevOps Engineer,Bachelor's,Married,10,99105.29,No,Good,Medium,Meets Expectations,48,No,Hybrid,No
103382,41,Male,Sales,Account Executive,Master's,Single,4,56724.96,Yes,Poor,Medium,Meets Expectations,54,Yes,Hybrid,Yes
103383,34,Male,IT,Software Engineer,Master's,Single,2,52525.08,No,Excellent,High,Meets Expectations,31,Yes,Yes,No
103384,40,Female,Sales,Sales Manager,Bachelor's,Divorced,5,52245.44,No,Fair,Medium,Exceeds Expectations,14,No,Yes,No
103385,40,Male,Sales,Sales Manager,Master's,Single,2,60704.03,No,Excellent,High,Meets Expectations,57,No,Hybrid,No
103386,29,Male,IT,DevOps Engineer,Bachelor's,Single,4,48029.08,Yes,Poor,Low,Meets Expectations,7,Yes,Hybrid,Yes
103387,27,Male,IT,System Administrator,Bachelor's,Single,5,63449.18,Yes,Excellent,Low,Exceeds Expectations,50,No,Yes,Yes
103388,33,Male,IT,Data Analyst,Master's,Married,4,81125.49,No,Good,Medium,Exceeds Expectations,38,No,Yes,No
103389,39,Female,IT,QA Engineer,Master's,Divorced,1,56498.99,Yes,Fair,Low,Needs Improvement,41,No,Hybrid,Yes
